ISBN	题名/责任者	出版项	索书号	馆藏位置	
978-7-111-57389-0	预测分析== Mastering predictive analytics with Python: Python语言实现 / (美) 约瑟夫·巴布科克著; 余水清译 eng	"北京: 机械工业出版社, 2017"	TP311.561/52	第二书库（六教一楼）	
978-7-115-46015-8	"Python高级编程 / (波兰) Michal Jaworski, (法) Tarek Ziadé著; 张亮, 阿信译"	"北京: 人民邮电出版社, 2017"	TP311.561/53	第二书库（六教一楼）	
978-7-111-56889-6	Effective Debugging: 软件和系统调试的66个有效方法 / (希) 迪欧米迪斯·斯宾奈里斯著== Effective Debugging: 66 specific ways to debug software and systems / Diomidis Spinelis; 爱飞翔译 eng	"北京: 机械工业出版社, 2017"	TP311.562/3	第二书库（六教一楼）	
978-7-115-46504-7	Adobe Animate CC 2017中文版经典教程 / (美) Russell Chun著; 杨煜泳译	"北京: 人民邮电出版社, 2017"	TP312/1048	第二书库（六教一楼）	
978-7-121-31511-4	Dart编程语言== The dart programming language / (美) Gilad Bracha著; 戴虬译 eng	"北京: 电子工业出版社, 2017"	TP312/1049	第二书库（六教一楼）	
978-7-115-45158-3	Angular权威教程 / (美) Ari Lerner ... [等] 著; Nice Angular社区译	"北京: 人民邮电出版社, 2017"	TP312/1050	第二书库（六教一楼）	
978-7-121-32109-2	"Cloud Native Go: 构建基于Go和React的云原生Web应用与微服务== Cloud Native Go: building Web applications and microservices for the cloud with Go and React / (美) Kevin Hoffman, Dan Nemeth著; 宋净超 ... [等] 译 eng"	"北京: 电子工业出版社, 2017"	TP312/1051	第二书库（六教一楼）	
978-7-121-31725-5	"递归与函数式的奥妙== The little schemer / (美) Daniel P. Friedman, Matthias Felleisen著; 卢俊祥译 eng"	"北京: 电子工业出版社, 2017"	TP312/1052	第二书库（六教一楼）	
978-7-111-56251-1	函数式算法设计珠玑== Pearls of functional algorithm design / (英) 理查德·伯德著; 苏统华 ... [等] 译 eng	"北京: 机械工业出版社: 剑桥大学出版社, 2017"	TP312/1053	第二书库（六教一楼）	
978-7-121-32159-7	"Visual Basic 2015实践教程 / 陈惠娥, 胡安明主编"	"北京: 电子工业出版社, 2017"	TP312BA/250	第二书库（六教一楼）	
978-7-302-47578-1	学习编程第一步: 以零基础上手C#开发为例 / (美) Rob Miles著; 王净译	"北京: 清华大学出版社, 2017"	TP312C#/6	第二书库（六教一楼）	
978-7-04-048404-5	程序设计方法与技术: C语言 / 主编顾春华	"北京: 高等教育出版社, 2017"	TP312C/941	第二书库（六教一楼）	
978-7-302-47625-2	"基于C#的管理信息系统开发 / 郭基凤, 高亮主编"	"北京: 清华大学出版社, 2017"	TP312C/942	第二书库（六教一楼）	
978-7-302-47610-8	Objective-C程序设计案例教程 / 黑马程序员编著	"北京: 清华大学出版社, 2017"	TP312C/943	第二书库（六教一楼）	
978-7-115-46406-4	明解C语言 中级篇 / (日) 柴田望洋著; 丁灵译	"北京: 人民邮电出版社, 2017"	TP312C/944	第二书库（六教一楼）	
978-7-115-45174-3	"C语言程序设计教程== C programming language: 附微课视频 / 胡春安, 欧阳城添, 王俊岭主编 eng"	"北京: 人民邮电出版社, 2017"	TP312C/945	第二书库（六教一楼）	
978-7-115-45129-3	"C语言编程初学者指南== C programming / (美) Keith Davenport, Michael Vine著; 李强译 eng"	"北京: 人民邮电出版社, 2017"	TP312C/946	第二书库（六教一楼）	
978-7-111-56730-1	"C/C++程序设计 / 范翠香, 刘辉编著"	"北京: 机械工业出版社, 2017"	TP312C/947	第二书库（六教一楼）	
978-7-302-48193-5	"C语言程序设计== C programming language / 黄洪艺, 李慧琪, 张丽丽编著 eng"	"北京: 清华大学出版社, 2017"	TP312C/948	第二书库（六教一楼）	
978-7-5605-9868-0	"C语言与程序设计 / 主编胡元义, 王磊"	"西安: 西安交通大学出版社, 2017.08"	TP312C/949	第二书库（六教一楼）	
978-7-302-47120-2	标准C程序设计 / (印) E. Balagurusamy著; 李周芳译	"北京: 清华大学出版社, 2017"	TP312C/950	第二书库（六教一楼）	
978-7-115-46588-7	21天学通C++ / (美) Siddhartha Rao著; 袁国忠译	"北京: 人民邮电出版社, 2017"	TP312C/951	第二书库（六教一楼）	
978-7-121-31655-5	C++语法详解 / 黄勇编著	"北京: 电子工业出版社, 2017"	TP312C/952	第二书库（六教一楼）	
978-7-302-47247-6	趣学C语言: 学会如何与计算机沟通 / 陈鹏编著	"北京: 清华大学出版社, 2017"	TP312C/953	第二书库（六教一楼）	
978-7-5680-3088-5	"数据结构: C语言版 / 主编陈倩诒, 邓红卫"	"武汉: 华中科技大学出版社, 2017"	TP312C/954	第二书库（六教一楼）	
978-7-111-56840-7	C语言程序设计进阶教程== Intermediate C programming / (美) 陆永祥著; 徐东译 eng	"北京: 机械工业出版社, 2017"	TP312C/955	第二书库（六教一楼）	
978-7-302-47730-3	"C#程序设计实验教程与习题解答 / 谷琼, 王贤明编著"	"北京: 清华大学出版社, 2017"	TP312C/956	第二书库（六教一楼）	
978-7-5646-3544-2	"C语言程序设计教程 / 主编蒋清明, 向德生"	"徐州: 中国矿业大学出版社, 2017"	TP312C/957	第二书库（六教一楼）	
978-7-111-56521-5	C语言编程魔法书: 基于C11标准 / 陈轶著	"北京: 机械工业出版社, 2017"	TP312C/958	第二书库（六教一楼）	
978-7-302-47562-0	C++语言程序设计: MOOC版 / 阚道宏编著	"北京: 清华大学出版社, 2017"	TP312C++/46	第二书库（六教一楼）	
978-7-111-55842-2	"Go程序设计语言== The Go programming language / (美) 艾伦 A. A. 多诺万, (美) 布莱恩 W. 柯尼汉著; 李道兵 ... [等] 译 eng"	"北京: 机械工业出版社, 2017"	TP312GO/2	第二书库（六教一楼）	
978-7-302-42390-4	HTML+CSS+JavaScript网页设计从入门到精通 / 胡晓霞编著	"北京: 清华大学出版社, 2017"	TP312HT/141	第二书库（六教一楼）	
978-7-302-47326-8	HTML5与CSS3从入门到精通== Basics of web design: HTML5 and CSS3 / Terry Felke-Morris著; 周靖译 eng	"北京: 清华大学出版社, 2017"	TP312HT/142	第二书库（六教一楼）	
978-7-5657-1978-3	智能终端跨平台开发 / 李晨著	"北京: 中国传媒大学出版社, 2017"	TP312HT/143	第二书库（六教一楼）	
978-7-121-32481-9	移动Web前端高效开发实战: HTML 5 CSS 3 JavaScript Webpack React Native Vue.js Node.js / iKcamp著	"北京: 电子工业出版社, 2017"	TP312HT/144	第二书库（六教一楼）	
978-7-121-31405-6	疯狂HTML 5+CSS 3+JavaScript讲义 / 李刚编著	"北京: 电子工业出版社, 2017"	TP312HT/145	第二书库（六教一楼）	
978-7-302-47808-9	学习HTML5 / Terry Felke-Morris著; 潘玉琪译	"北京: 清华大学出版社, 2017"	TP312HT/146	第二书库（六教一楼）	
978-7-115-45368-6	"Netty实战== Netty in action / Norman Maurer, Marvin Allen Wolfthal著; 何品译 eng"	"北京: 人民邮电出版社, 2017"	TP312JA/671	第二书库（六教一楼）	
978-7-121-31065-2	Java多线程编程实战指南 核心篇 / 黄文海著	"北京: 电子工业出版社, 2017"	TP312JA/672	第二书库（六教一楼）	
978-7-302-47111-0	Clojure高级编程 / (美) Jeremy Anderson ... [等] 著; 蒋楠译	"北京: 清华大学出版社, 2017"	TP312JA/673	第二书库（六教一楼）	
978-7-115-45354-9	Akka入门与实践 / (加) Jason Goodwin著; 诸豪文译	"北京: 人民邮电出版社, 2017"	TP312JA/674	第二书库（六教一楼）	
978-7-115-46753-9	学习JavaScript数据结构与算法 / (巴西) Loiane Groner著; 邓钢 ... [等] 译	"北京: 人民邮电出版社, 2017"	TP312JA/675	第二书库（六教一楼）	
978-7-121-32158-0	"Kotlin实战== Kotlin in action / (俄) Dmitry Jemerov, Svetlana Isakova著; 覃宇 ... [等] 译 eng"	"北京: 电子工业出版社, 2017"	TP312JA/676	第二书库（六教一楼）	
978-7-111-57215-2	"Scala机器学习 / (美) 亚历克斯·科兹洛夫著== Mastering Scala machine learning / Alex Kozlov; 罗棻, 刘波译 eng"	"北京: 机械工业出版社, 2017"	TP312JA/677	第二书库（六教一楼）	
978-7-115-45035-7	"JavaScript+JQuery程序设计: 慕课版 / 黄珍, 潘颖主编"	"北京: 人民邮电出版社, 2017"	TP312JA/678	第二书库（六教一楼）	
978-7-111-56563-5	深入浅出React和Redux== Dissecting React & Redux / 程墨编著 eng	"北京: 机械工业出版社, 2017"	TP312JA/679	第二书库（六教一楼）	
978-7-115-46361-6	Java EE核心框架实战 / 高洪岩著	"北京: 人民邮电出版社, 2017"	TP312JA/680	第二书库（六教一楼）	
978-7-301-16156-2	Java程序设计语言 / 陈杰华编著	"北京: 北京大学出版社, 2017"	TP312JA/681	第二书库（六教一楼）	
978-7-302-47977-2	"hapi.js实战 / (美) Matt Harrison著; 梁宵, 郭美青, 翟懿博译"	"北京: 清华大学出版社, 2017"	TP312JA/682	第二书库（六教一楼）	
978-7-302-46425-9	"Java 2实用教程 / 耿祥义, 张跃平编著"	"北京: 清华大学出版社, 2017"	TP312JA/683	第二书库（六教一楼）	
978-7-115-45331-0	"达人迷: JavaScript趣味编程15例 / (美) Chris Minnick, Eva Holland著; 李风明, 黄波译 eng"	"北京: 人民邮电出版社, 2017"	TP312JA/684	第二书库（六教一楼）	
978-7-115-44758-6	"精通Spring MVC 4 / (美) Geoffroy Warin著; 张卫滨, 孙丽文译"	"北京: 人民邮电出版社, 2017"	TP312JA/685	第二书库（六教一楼）	
978-7-111-57330-2	"Java语言导学== The Java tutorial / (美) 雷蒙德·盖拉多 ... [等] 著; 董笑菊, 薛建新, 吴帆译 eng"	"北京: 机械工业出版社, 2017"	TP312JA/686	第二书库（六教一楼）	
978-7-115-44719-7	"JavaScript开发框架权威指南== JavaScript frameworks for modern web dev / (美) Tim Ambler, Nicholas Cloud著; 一心一译前端小组译 eng"	"北京: 人民邮电出版社, 2017"	TP312JA/687	第二书库（六教一楼）	
978-7-302-47498-2	"Activiti权威指南== Activiti: the definitive guide / 冀正, 张志祥著 eng"	"北京: 清华大学出版社, 2017"	TP312JA/688	第二书库（六教一楼）	
978-7-302-47504-0	Spring MVC开发技术指南 / 陈恒主编	"北京: 清华大学出版社, 2017"	TP312JA/689	第二书库（六教一楼）	
978-7-302-47418-0	"Java EE程序设计与应用开发 / 郭克华, 唐雅媛, 扈乐华主编"	"北京: 清华大学出版社, 2017"	TP312JA/690	第二书库（六教一楼）	
978-7-111-57827-7	Java程序设计== Programming abstractions in Java: 基础、编程抽象与算法策略 / (美) 埃里克 S. 罗伯茨著; 陈昊鹏译 eng	"北京: 机械工业出版社, 2017"	TP312JA/691	第二书库（六教一楼）	
978-7-115-46102-5	Java EE企业级应用开发教程: Spring+Spring MVC+MyBatis / 黑马程序员编著	"北京: 人民邮电出版社, 2017"	TP312JA/692	第二书库（六教一楼）	
978-7-113-22916-0	Node.js核心技术教程 / 黑马程序员编著	"北京: 中国铁道出版社, 2017"	TP312JA/693	第二书库（六教一楼）	
978-7-121-31798-9	深入理解ES6== Understanding ECMAScript 6 : the definitive guide for Javascript developers / (美) Nicholas C. Zakas著; 刘振涛译 eng	"北京: 电子工业出版社, 2017"	TP312JA/694	第二书库（六教一楼）	
978-7-115-44759-3	Spring MVC学习指南 / (美) Paul Deck著; 林仪明译	"北京: 人民邮电出版社, 2017"	TP312JA/695	第二书库（六教一楼）	
978-7-121-32529-8	"Akka应用模式== Applied Akka patterns: 分布式应用程序设计实践指南 / (美) Michael Nash, (加) Wade Valdron著; 虞航仲译 eng"	"北京: 电子工业出版社, 2017"	TP312JA/696	第二书库（六教一楼）	
978-7-111-57993-9	Kotlin极简教程 / 陈光剑编著	"北京: 机械工业出版社, 2017"	TP312JA/697	第二书库（六教一楼）	
978-7-111-57298-5	"深度学习: Java语言实现 / (日) 巣笼悠辅著== Java deep learning essentials / Yusuke Sugomori; 陈澎, 王磊, 陆明译 eng"	"北京: 机械工业出版社, 2017"	TP312JA/698	第二书库（六教一楼）	
978-7-121-31995-2	快学Scala== Scala for the impatient / (美) Cay S. Horstmann著; 高宇翔译 eng	"北京: 电子工业出版社, 2017"	TP312JA/699	第二书库（六教一楼）	
978-7-302-47275-9	"Web前端测试与集成: Jasmine/Selenium/Protractor/Jenkins的最佳实践 / 金鑫, 武帅编著"	"北京: 清华大学出版社, 2017"	TP312JA/700	第二书库（六教一楼）	
978-7-115-46680-8	Java机器学习== Machine learning in Java / (斯洛文尼亚) Bostjan Kaluza著; 武传海译 eng	"北京: 人民邮电出版社, 2017"	TP312JA/701	第二书库（六教一楼）	
978-7-115-46032-5	PHP基础案例教程 / 黑马程序员编著	"北京: 人民邮电出版社, 2017"	TP312PH/96	第二书库（六教一楼）	
978-7-302-47969-7	"PHP+MySQL网站开发从零开始学 视频教学版 / 樊爱宛, 黄凯编著"	"北京: 清华大学出版社, 2017"	TP312PH/97	第二书库（六教一楼）	
978-7-121-31958-7	"用商业案例学R语言数据挖掘 / 经管之家主编; 常国珍, 曾珂, 朱江编著"	"北京: 电子工业出版社, 2017"	TP312R/15	第二书库（六教一楼）	
978-7-111-56590-1	"R语言机器学习== R machine learning by example: 实用案例分析 / (印) 拉格哈夫·巴利, (印) 迪潘简·撒卡尔著; 李洪成, 潘文捷译 eng"	"北京: 机械工业出版社, 2017"	TP312R/16	第二书库（六教一楼）	
978-7-115-45539-0	"R语言可以很简单== R for dummies / (法) Andrie de Vries, (比) Joris Meys著; 李毅译 eng"	"北京: 人民邮电出版社, 2017"	TP312R/17	第二书库（六教一楼）	
978-7-115-46415-6	深度学习精要: 基于R语言 / (美) Joshua F. Wiley著; 高蓉译	"北京: 人民邮电出版社, 2017"	TP312R/18	第二书库（六教一楼）	
978-7-121-31200-7	"Swift进阶== Advanced Swift / (德) Chris Eidhof, Ole Begemann, Airspeed Velocity著; 王巍译 eng"	"北京: 电子工业出版社, 2017"	TP312SW/19	第二书库（六教一楼）	
978-7-115-45092-0	从零开始学Swift / 关东升著	"北京: 人民邮电出版社, 2017"	TP312SW/20	第二书库（六教一楼）	
978-7-115-45746-2	"Swift编程权威指南== Swift programming / (美) Matthew Mathias, John Gallagher著; 陈晓亮译 eng"	"北京: 人民邮电出版社, 2017"	TP312SW/21	第二书库（六教一楼）	
978-7-04-048386-4	"编译原理== Compiler principles and techniques / 蒋宗礼, 姜守旭编著 eng"	"北京: 高等教育出版社, 2017"	TP314/43	第二书库（六教一楼）	
978-7-115-46365-4	"Windows Sysinternals实战指南== Troubleshooting with the Windows Sysinternals tools / (美) Mark Russinovich, Aaron Margosis著; 刘晖译 eng"	"北京: 人民邮电出版社, 2017"	TP316.7/290	第二书库（六教一楼）	
978-7-312-04223-2	"网络操作系统 / 主编卜天然, 汪伟"	"合肥: 中国科学技术大学出版社, 2017"	TP316.8/61	第二书库（六教一楼）	
978-7-121-31024-9	"苹果OS X Yosemite Server全解析== OS X server essentials 10.10 / (美) 阿克·德雷尔, 本·格雷斯勒著; 魏崴, 黄亮译 eng"	"北京: 电子工业出版社, 2017"	TP316.84/52	第二书库（六教一楼）	
978-7-302-47738-9	Linux编程基础 / 黑马程序员编著	"北京: 清华大学出版社, 2017"	TP316.85/100	第二书库（六教一楼）	
978-7-115-46437-8	"Ubuntu Linux操作系统实用教程 / 杜焱, 廉哲, 李耸主编"	"北京: 人民邮电出版社, 2017"	TP316.85/101	第二书库（六教一楼）	
978-7-308-17148-9	Linux程序设计 / 金国庆 ... [等] 编著	"杭州: 浙江大学出版社, 2017"	TP316.85/102	第二书库（六教一楼）	
978-7-115-45105-7	"Docker容器== Docker containers: 利用Kubernetes、Flannel、Cockpit和Atomic构建和部署 / (美) Christopher Negus著; 任发科, 王东译 eng"	"北京: 人民邮电出版社, 2017"	TP316.85/103	第二书库（六教一楼）	
978-7-111-56706-6	Linux驱动程序开发实例 / 冯国进编著	"北京: 机械工业出版社, 2017"	TP316.85/104	第二书库（六教一楼）	
